State,County,Percent_COPD,Quartile
South Carolina,Richland,5.7,3.3 - 6.0
South Dakota,Miner,5.7,3.3 - 6.0
Texas,Bexar,5.7,3.3 - 6.0
Texas,Guadalupe,5.7,3.3 - 6.0
Texas,Hartley,5.7,3.3 - 6.0
Texas,Mason,5.7,3.3 - 6.0
Texas,Medina,5.7,3.3 - 6.0
Texas,Sterling,5.7,3.3 - 6.0
Vermont,Bennington,5.7,3.3 - 6.0
Virginia,Clarke,5.7,3.3 - 6.0
Virginia,King George,5.7,3.3 - 6.0
Virginia,Powhatan,5.7,3.3 - 6.0
Virginia,Spotsylvania,5.7,3.3 - 6.0
Virginia,Chesapeake,5.7,3.3 - 6.0
Wisconsin,Chippewa,5.7,3.3 - 6.0
Wisconsin,Oconto,5.7,3.3 - 6.0
Wisconsin,Wood,5.7,3.3 - 6.0
Wyoming,Sheridan,5.7,3.3 - 6.0
Wyoming,Sublette,5.7,3.3 - 6.0
Alaska,Bristol Bay,5.8,3.3 - 6.0
Arizona,Santa Cruz,5.8,3.3 - 6.0
California,Amador,5.8,3.3 - 6.0
California,Sierra,5.8,3.3 - 6.0
California,Tuolumne,5.8,3.3 - 6.0
Georgia,Dawson,5.8,3.3 - 6.0
Idaho,Bonneville,5.8,3.3 - 6.0
Idaho,Jefferson,5.8,3.3 - 6.0
Iowa,Boone,5.8,3.3 - 6.0
Iowa,Cedar,5.8,3.3 - 6.0
Iowa,Dubuque,5.8,3.3 - 6.0
Iowa,Hamilton,5.8,3.3 - 6.0
Iowa,Iowa,5.8,3.3 - 6.0
Iowa,Scott,5.8,3.3 - 6.0
Kansas,Butler,5.8,3.3 - 6.0
Kansas,Jefferson,5.8,3.3 - 6.0
Kansas,Sedgwick,5.8,3.3 - 6.0
Maryland,Kent,5.8,3.3 - 6.0
Michigan,Clinton,5.8,3.3 - 6.0
Minnesota,Cottonwood,5.8,3.3 - 6.0
Minnesota,Martin,5.8,3.3 - 6.0
Minnesota,Morrison,5.8,3.3 - 6.0
Minnesota,Renville,5.8,3.3 - 6.0
Mississippi,Rankin,5.8,3.3 - 6.0
Montana,Dawson,5.8,3.3 - 6.0
Montana,Meagher,5.8,3.3 - 6.0
Montana,Petroleum,5.8,3.3 - 6.0
Montana,Ravalli,5.8,3.3 - 6.0
Montana,Sheridan,5.8,3.3 - 6.0
Nebraska,Adams,5.8,3.3 - 6.0
Nebraska,Brown,5.8,3.3 - 6.0
Nebraska,Dakota,5.8,3.3 - 6.0
Nebraska,Furnas,5.8,3.3 - 6.0
Nebraska,Merrick,5.8,3.3 - 6.0
Nebraska,Nuckolls,5.8,3.3 - 6.0
Nebraska,Sherman,5.8,3.3 - 6.0
New Hampshire,Grafton,5.8,3.3 - 6.0
New Jersey,Ocean,5.8,3.3 - 6.0
New York,Tompkins,5.8,3.3 - 6.0
North Carolina,Currituck,5.8,3.3 - 6.0
North Carolina,Iredell,5.8,3.3 - 6.0
North Carolina,New Hanover,5.8,3.3 - 6.0
North Dakota,Grant,5.8,3.3 - 6.0
North Dakota,McKenzie,5.8,3.3 - 6.0
North Dakota,Mercer,5.8,3.3 - 6.0
Ohio,Union,5.8,3.3 - 6.0
Oklahoma,Canadian,5.8,3.3 - 6.0
South Dakota,Clay,5.8,3.3 - 6.0
South Dakota,Codington,5.8,3.3 - 6.0
South Dakota,Custer,5.8,3.3 - 6.0
South Dakota,Douglas,5.8,3.3 - 6.0
South Dakota,Hutchinson,5.8,3.3 - 6.0
South Dakota,Perkins,5.8,3.3 - 6.0
South Dakota,Sanborn,5.8,3.3 - 6.0
Texas,Crane,5.8,3.3 - 6.0
Texas,Hays,5.8,3.3 - 6.0
Texas,Kent,5.8,3.3 - 6.0
Texas,Montgomery,5.8,3.3 - 6.0
Utah,Juab,5.8,3.3 - 6.0
Vermont,Orange,5.8,3.3 - 6.0
Vermont,Rutland,5.8,3.3 - 6.0
Vermont,Windham,5.8,3.3 - 6.0
Virginia,Roanoke,5.8,3.3 - 6.0
Virginia,Fredericksburg,5.8,3.3 - 6.0
Washington,Chelan,5.8,3.3 - 6.0
Washington,Columbia,5.8,3.3 - 6.0
Washington,Garfield,5.8,3.3 - 6.0
Washington,Walla Walla,5.8,3.3 - 6.0
Wisconsin,Florence,5.8,3.3 - 6.0
Wisconsin,Milwaukee,5.8,3.3 - 6.0
Wyoming,Park,5.8,3.3 - 6.0
Alaska,Petersburg,5.9,3.3 - 6.0
Alaska,Skagway,5.9,3.3 - 6.0
California,Imperial,5.9,3.3 - 6.0
Colorado,Cheyenne,5.9,3.3 - 6.0
Colorado,Conejos,5.9,3.3 - 6.0
Colorado,Dolores,5.9,3.3 - 6.0
Colorado,Huerfano,5.9,3.3 - 6.0
Colorado,Pueblo,5.9,3.3 - 6.0
Georgia,Chatham,5.9,3.3 - 6.0
Georgia,Douglas,5.9,3.3 - 6.0
Idaho,Caribou,5.9,3.3 - 6.0
Idaho,Kootenai,5.9,3.3 - 6.0
Illinois,Champaign,5.9,3.3 - 6.0
Indiana,Warrick,5.9,3.3 - 6.0
Iowa,Lyon,5.9,3.3 - 6.0
Iowa,Winnebago,5.9,3.3 - 6.0
Kansas,McPherson,5.9,3.3 - 6.0
Kansas,Nemaha,5.9,3.3 - 6.0
Michigan,Eaton,5.9,3.3 - 6.0
Michigan,Emmet,5.9,3.3 - 6.0
Michigan,Kent,5.9,3.3 - 6.0
Minnesota,Big Stone,5.9,3.3 - 6.0
Minnesota,Cass,5.9,3.3 - 6.0
Minnesota,Chippewa,5.9,3.3 - 6.0
Minnesota,Faribault,5.9,3.3 - 6.0
Minnesota,Koochiching,5.9,3.3 - 6.0
Minnesota,Pipestone,5.9,3.3 - 6.0
Mississippi,DeSoto,5.9,3.3 - 6.0
Montana,Custer,5.9,3.3 - 6.0
Nebraska,Antelope,5.9,3.3 - 6.0
Nebraska,Burt,5.9,3.3 - 6.0
Nebraska,Chase,5.9,3.3 - 6.0
Nebraska,Colfax,5.9,3.3 - 6.0
Nebraska,Dawson,5.9,3.3 - 6.0
Nebraska,Dundy,5.9,3.3 - 6.0
Nebraska,Grant,5.9,3.3 - 6.0
Nebraska,Hitchcock,5.9,3.3 - 6.0
Nebraska,Lincoln,5.9,3.3 - 6.0
Nebraska,McPherson,5.9,3.3 - 6.0
Nebraska,Thayer,5.9,3.3 - 6.0
Nebraska,Webster,5.9,3.3 - 6.0
Nebraska,Wheeler,5.9,3.3 - 6.0
New Hampshire,Carroll,5.9,3.3 - 6.0
New Hampshire,Merrimack,5.9,3.3 - 6.0
New Jersey,Atlantic,5.9,3.3 - 6.0
New Mexico,Eddy,5.9,3.3 - 6.0
New Mexico,Lincoln,5.9,3.3 - 6.0
New York,Albany,5.9,3.3 - 6.0
New York,Ontario,5.9,3.3 - 6.0
New York,Rockland,5.9,3.3 - 6.0
North Carolina,Buncombe,5.9,3.3 - 6.0
North Carolina,Guilford,5.9,3.3 - 6.0
North Dakota,LaMoure,5.9,3.3 - 6.0
North Dakota,Logan,5.9,3.3 - 6.0
North Dakota,Stutsman,5.9,3.3 - 6.0
Oregon,Wallowa,5.9,3.3 - 6.0
Oregon,Yamhill,5.9,3.3 - 6.0
Texas,Armstrong,5.9,3.3 - 6.0
Texas,Galveston,5.9,3.3 - 6.0
Texas,Gillespie,5.9,3.3 - 6.0
Texas,Randall,5.9,3.3 - 6.0
Texas,Wilson,5.9,3.3 - 6.0
Utah,Garfield,5.9,3.3 - 6.0
Utah,Grand,5.9,3.3 - 6.0
Utah,Wayne,5.9,3.3 - 6.0
Virginia,Suffolk,5.9,3.3 - 6.0
Washington,Clallam,5.9,3.3 - 6.0
Washington,Skamania,5.9,3.3 - 6.0
Washington,Spokane,5.9,3.3 - 6.0
Wisconsin,Iron,5.9,3.3 - 6.0
Wisconsin,Lincoln,5.9,3.3 - 6.0
Wyoming,Crook,5.9,3.3 - 6.0
Wyoming,Lincoln,5.9,3.3 - 6.0
Alaska,Ketchikan Gateway,6.0,3.3 - 6.0
California,Sutter,6.0,3.3 - 6.0
Georgia,Effingham,6.0,3.3 - 6.0
Georgia,Rockdale,6.0,3.3 - 6.0
Idaho,Oneida,6.0,3.3 - 6.0
Illinois,Menard,6.0,3.3 - 6.0
Iowa,Benton,6.0,3.3 - 6.0
Iowa,Buchanan,6.0,3.3 - 6.0
Iowa,Palo Alto,6.0,3.3 - 6.0
Kansas,Clark,6.0,3.3 - 6.0
Kansas,Dickinson,6.0,3.3 - 6.0
Kansas,Greeley,6.0,3.3 - 6.0
Kansas,Harvey,6.0,3.3 - 6.0
Kansas,Trego,6.0,3.3 - 6.0
Maine,Sagadahoc,6.0,3.3 - 6.0
Massachusetts,Franklin,6.0,3.3 - 6.0
Michigan,Grand Traverse,6.0,3.3 - 6.0
Minnesota,Freeborn,6.0,3.3 - 6.0
Nebraska,Arthur,6.0,3.3 - 6.0
Nebraska,Boyd,6.0,3.3 - 6.0
Nebraska,Cherry,6.0,3.3 - 6.0
Nebraska,Cheyenne,6.0,3.3 - 6.0
Nebraska,Custer,6.0,3.3 - 6.0
Nebraska,Deuel,6.0,3.3 - 6.0
Nebraska,Dodge,6.0,3.3 - 6.0
Nebraska,Greeley,6.0,3.3 - 6.0
Nebraska,Hayes,6.0,3.3 - 6.0
Nebraska,Jefferson,6.0,3.3 - 6.0
Nebraska,Keith,6.0,3.3 - 6.0
Nebraska,Nance,6.0,3.3 - 6.0
Nebraska,Nemaha,6.0,3.3 - 6.0
New Hampshire,Belknap,6.0,3.3 - 6.0
New York,Monroe,6.0,3.3 - 6.0
North Carolina,Brunswick,6.0,3.3 - 6.0
North Carolina,Henderson,6.0,3.3 - 6.0
North Dakota,Emmons,6.0,3.3 - 6.0
North Dakota,Hettinger,6.0,3.3 - 6.0
Pennsylvania,Dauphin,6.0,3.3 - 6.0
Pennsylvania,Lehigh,6.0,3.3 - 6.0
Pennsylvania,Monroe,6.0,3.3 - 6.0
Pennsylvania,Pike,6.0,3.3 - 6.0
Pennsylvania,Washington,6.0,3.3 - 6.0
Pennsylvania,Westmoreland,6.0,3.3 - 6.0
South Dakota,Walworth,6.0,3.3 - 6.0
Texas,Dallas,6.0,3.3 - 6.0
Texas,Ellis,6.0,3.3 - 6.0
Texas,Harris,6.0,3.3 - 6.0
Texas,Hemphill,6.0,3.3 - 6.0
Texas,Schleicher,6.0,3.3 - 6.0
Texas,Webb,6.0,3.3 - 6.0
Utah,Millard,6.0,3.3 - 6.0
Washington,Douglas,6.0,3.3 - 6.0
Washington,Kittitas,6.0,3.3 - 6.0
Wisconsin,Lafayette,6.0,3.3 - 6.0
Wisconsin,Marinette,6.0,3.3 - 6.0
Wisconsin,Monroe,6.0,3.3 - 6.0
Wisconsin,Washburn,6.0,3.3 - 6.0
Wisconsin,Waushara,6.0,3.3 - 6.0
Wyoming,Albany,6.0,3.3 - 6.0
Wyoming,Laramie,6.0,3.3 - 6.0
Alabama,Jefferson,6.1,6.1 - 7.0
Alaska,Denali,6.1,6.1 - 7.0
Arkansas,Benton,6.1,6.1 - 7.0
California,Fresno,6.1,6.1 - 7.0
California,Plumas,6.1,6.1 - 7.0
California,Stanislaus,6.1,6.1 - 7.0
Colorado,Montrose,6.1,6.1 - 7.0
Idaho,Fremont,6.1,6.1 - 7.0
Idaho,Gem,6.1,6.1 - 7.0
Illinois,Boone,6.1,6.1 - 7.0
Illinois,Jersey,6.1,6.1 - 7.0
Illinois,Tazewell,6.1,6.1 - 7.0
Indiana,Hancock,6.1,6.1 - 7.0
Iowa,Guthrie,6.1,6.1 - 7.0
Iowa,Shelby,6.1,6.1 - 7.0
Iowa,Washington,6.1,6.1 - 7.0
Iowa,Worth,6.1,6.1 - 7.0
Kansas,Clay,6.1,6.1 - 7.0
Kansas,Gray,6.1,6.1 - 7.0
Kansas,Kiowa,6.1,6.1 - 7.0
Kansas,Lane,6.1,6.1 - 7.0
Kansas,Ness,6.1,6.1 - 7.0
Kansas,Pratt,6.1,6.1 - 7.0
Kansas,Saline,6.1,6.1 - 7.0
Kansas,Wallace,6.1,6.1 - 7.0
Kansas,Wichita,6.1,6.1 - 7.0
Louisiana,St. Charles,6.1,6.1 - 7.0
Massachusetts,Berkshire,6.1,6.1 - 7.0
Minnesota,Aitkin,6.1,6.1 - 7.0
Minnesota,Beltrami,6.1,6.1 - 7.0
Minnesota,Mille Lacs,6.1,6.1 - 7.0
Minnesota,Nobles,6.1,6.1 - 7.0
Minnesota,Pine,6.1,6.1 - 7.0
Minnesota,Swift,6.1,6.1 - 7.0
Missouri,Clay,6.1,6.1 - 7.0
Montana,Beaverhead,6.1,6.1 - 7.0
Montana,Fergus,6.1,6.1 - 7.0
Montana,Garfield,6.1,6.1 - 7.0
Montana,Wibaux,6.1,6.1 - 7.0
Nebraska,Box Butte,6.1,6.1 - 7.0
Nebraska,Garden,6.1,6.1 - 7.0
Nevada,Washoe,6.1,6.1 - 7.0
New Hampshire,Strafford,6.1,6.1 - 7.0
New Mexico,Grant,6.1,6.1 - 7.0
North Carolina,Camden,6.1,6.1 - 7.0
North Carolina,Polk,6.1,6.1 - 7.0
North Dakota,Adams,6.1,6.1 - 7.0
North Dakota,Ramsey,6.1,6.1 - 7.0
North Dakota,Walsh,6.1,6.1 - 7.0
Ohio,Medina,6.1,6.1 - 7.0
Oregon,Polk,6.1,6.1 - 7.0
Pennsylvania,Centre,6.1,6.1 - 7.0
Pennsylvania,Lancaster,6.1,6.1 - 7.0
Pennsylvania,Montour,6.1,6.1 - 7.0
South Carolina,Berkeley,6.1,6.1 - 7.0
South Carolina,Lancaster,6.1,6.1 - 7.0
South Carolina,Lexington,6.1,6.1 - 7.0
South Dakota,Davison,6.1,6.1 - 7.0
Texas,Atascosa,6.1,6.1 - 7.0
Texas,Franklin,6.1,6.1 - 7.0
Texas,Nueces,6.1,6.1 - 7.0
Texas,Tarrant,6.1,6.1 - 7.0
Texas,Tom Green,6.1,6.1 - 7.0
Utah,Sevier,6.1,6.1 - 7.0
Virginia,Culpeper,6.1,6.1 - 7.0
Virginia,Isle of Wight,6.1,6.1 - 7.0
Virginia,Mathews,6.1,6.1 - 7.0
Virginia,Rappahannock,6.1,6.1 - 7.0
Virginia,Colonial Heights,6.1,6.1 - 7.0
Virginia,Williamsburg,6.1,6.1 - 7.0
Washington,Franklin,6.1,6.1 - 7.0
Washington,Lincoln,6.1,6.1 - 7.0
Wisconsin,Burnett,6.1,6.1 - 7.0
Wisconsin,Crawford,6.1,6.1 - 7.0
Wisconsin,Grant,6.1,6.1 - 7.0
Wisconsin,Marquette,6.1,6.1 - 7.0
Wisconsin,Price,6.1,6.1 - 7.0
Wisconsin,Sawyer,6.1,6.1 - 7.0
Wisconsin,Shawano,6.1,6.1 - 7.0
Wisconsin,Taylor,6.1,6.1 - 7.0
Wyoming,Washakie,6.1,6.1 - 7.0
Arizona,Cochise,6.2,6.1 - 7.0
California,Mariposa,6.2,6.1 - 7.0
Colorado,Costilla,6.2,6.1 - 7.0
Colorado,Mesa,6.2,6.1 - 7.0
Idaho,Valley,6.2,6.1 - 7.0
Illinois,Calhoun,6.2,6.1 - 7.0
Illinois,DeKalb,6.2,6.1 - 7.0
Illinois,Putnam,6.2,6.1 - 7.0
Illinois,St. Clair,6.2,6.1 - 7.0
Illinois,Sangamon,6.2,6.1 - 7.0
Illinois,Washington,6.2,6.1 - 7.0
Iowa,Carroll,6.2,6.1 - 7.0
Iowa,Cerro Gordo,6.2,6.1 - 7.0
Iowa,Clay,6.2,6.1 - 7.0
Iowa,Delaware,6.2,6.1 - 7.0
Iowa,Jasper,6.2,6.1 - 7.0
Iowa,Mitchell,6.2,6.1 - 7.0
Iowa,Muscatine,6.2,6.1 - 7.0
Iowa,Poweshiek,6.2,6.1 - 7.0
Kansas,Ellis,6.2,6.1 - 7.0
Kansas,Gove,6.2,6.1 - 7.0
Kansas,Kingman,6.2,6.1 - 7.0
Kansas,Norton,6.2,6.1 - 7.0
Kansas,Shawnee,6.2,6.1 - 7.0
Kansas,Smith,6.2,6.1 - 7.0
Kansas,Thomas,6.2,6.1 - 7.0
Louisiana,Ascension,6.2,6.1 - 7.0
Louisiana,St. Tammany,6.2,6.1 - 7.0
Maine,Lincoln,6.2,6.1 - 7.0
Michigan,Midland,6.2,6.1 - 7.0
Minnesota,Kanabec,6.2,6.1 - 7.0
Montana,Broadwater,6.2,6.1 - 7.0
Montana,Cascade,6.2,6.1 - 7.0
Montana,Judith Basin,6.2,6.1 - 7.0
Montana,Powder River,6.2,6.1 - 7.0
Nebraska,Dixon,6.2,6.1 - 7.0
Nebraska,Knox,6.2,6.1 - 7.0
Nebraska,Richardson,6.2,6.1 - 7.0
Nebraska,Sioux,6.2,6.1 - 7.0
New Hampshire,Cheshire,6.2,6.1 - 7.0
New Mexico,Lea,6.2,6.1 - 7.0
New York,Rensselaer,6.2,6.1 - 7.0
North Carolina,Carteret,6.2,6.1 - 7.0
Oklahoma,Cleveland,6.2,6.1 - 7.0
Pennsylvania,Adams,6.2,6.1 - 7.0
Pennsylvania,York,6.2,6.1 - 7.0
South Dakota,Beadle,6.2,6.1 - 7.0
South Dakota,Faulk,6.2,6.1 - 7.0
Texas,Calhoun,6.2,6.1 - 7.0
Texas,Castro,6.2,6.1 - 7.0
Texas,Duval,6.2,6.1 - 7.0
Texas,Hood,6.2,6.1 - 7.0
Texas,Kleberg,6.2,6.1 - 7.0
Texas,Waller,6.2,6.1 - 7.0
Utah,Emery,6.2,6.1 - 7.0
Utah,Sanpete,6.2,6.1 - 7.0
Virginia,Botetourt,6.2,6.1 - 7.0
Virginia,Frederick,6.2,6.1 - 7.0
Virginia,Charlottesville,6.2,6.1 - 7.0
Washington,Klickitat,6.2,6.1 - 7.0
Washington,Pend Oreille,6.2,6.1 - 7.0
Wisconsin,Barron,6.2,6.1 - 7.0
Wisconsin,Green Lake,6.2,6.1 - 7.0
Alaska,Kenai Peninsula,6.3,6.1 - 7.0
Arizona,Pinal,6.3,6.1 - 7.0
California,Colusa,6.3,6.1 - 7.0
Connecticut,Windham,6.3,6.1 - 7.0
Delaware,Sussex,6.3,6.1 - 7.0
Georgia,Barrow,6.3,6.1 - 7.0
Georgia,Jackson,6.3,6.1 - 7.0
Georgia,Monroe,6.3,6.1 - 7.0
Georgia,Pike,6.3,6.1 - 7.0
Idaho,Bannock,6.3,6.1 - 7.0
Idaho,Twin Falls,6.3,6.1 - 7.0
Illinois,Clinton,6.3,6.1 - 7.0
Illinois,Henry,6.3,6.1 - 7.0
Illinois,Madison,6.3,6.1 - 7.0
Iowa,Adams,6.3,6.1 - 7.0
Iowa,Buena Vista,6.3,6.1 - 7.0
Iowa,Chickasaw,6.3,6.1 - 7.0
Iowa,Floyd,6.3,6.1 - 7.0
Iowa,Hancock,6.3,6.1 - 7.0
Iowa,Harrison,6.3,6.1 - 7.0
Iowa,Jefferson,6.3,6.1 - 7.0
Iowa,Jones,6.3,6.1 - 7.0
Iowa,Monroe,6.3,6.1 - 7.0
Iowa,Osceola,6.3,6.1 - 7.0
Iowa,Taylor,6.3,6.1 - 7.0
Kansas,Marion,6.3,6.1 - 7.0
Kansas,Rice,6.3,6.1 - 7.0
Kansas,Riley,6.3,6.1 - 7.0
Maine,York,6.3,6.1 - 7.0
Maryland,Cecil,6.3,6.1 - 7.0
Maryland,Baltimore City,6.3,6.1 - 7.0
Michigan,Benzie,6.3,6.1 - 7.0
Michigan,Charlevoix,6.3,6.1 - 7.0
Michigan,Kalamazoo,6.3,6.1 - 7.0
Montana,Daniels,6.3,6.1 - 7.0
Montana,Phillips,6.3,6.1 - 7.0
Montana,Treasure,6.3,6.1 - 7.0
New Mexico,Colfax,6.3,6.1 - 7.0
New York,Orange,6.3,6.1 - 7.0
North Carolina,Forsyth,6.3,6.1 - 7.0
North Carolina,Pasquotank,6.3,6.1 - 7.0
North Carolina,Transylvania,6.3,6.1 - 7.0
North Dakota,McIntosh,6.3,6.1 - 7.0
Oklahoma,Cimarron,6.3,6.1 - 7.0
Oregon,Clatsop,6.3,6.1 - 7.0
South Dakota,Bon Homme,6.3,6.1 - 7.0
South Dakota,McPherson,6.3,6.1 - 7.0
Texas,Blanco,6.3,6.1 - 7.0
Texas,La Salle,6.3,6.1 - 7.0
Texas,Martin,6.3,6.1 - 7.0
Texas,Parker,6.3,6.1 - 7.0
Texas,Roberts,6.3,6.1 - 7.0
Texas,Sutton,6.3,6.1 - 7.0
Texas,Yoakum,6.3,6.1 - 7.0
Utah,Iron,6.3,6.1 - 7.0
Vermont,Caledonia,6.3,6.1 - 7.0
Virginia,Bedford,6.3,6.1 - 7.0
Virginia,Gloucester,6.3,6.1 - 7.0
Virginia,King William,6.3,6.1 - 7.0
Virginia,Salem,6.3,6.1 - 7.0
Washington,Pacific,6.3,6.1 - 7.0
Washington,Wahkiakum,6.3,6.1 - 7.0
Wisconsin,Jackson,6.3,6.1 - 7.0
Wisconsin,Richland,6.3,6.1 - 7.0
Wisconsin,Vernon,6.3,6.1 - 7.0
Wyoming,Goshen,6.3,6.1 - 7.0
Wyoming,Natrona,6.3,6.1 - 7.0
Wyoming,Platte,6.3,6.1 - 7.0
Wyoming,Sweetwater,6.3,6.1 - 7.0
Arizona,Coconino,6.4,6.1 - 7.0
Arizona,Yavapai,6.4,6.1 - 7.0
Arizona,Yuma,6.4,6.1 - 7.0
Arkansas,Saline,6.4,6.1 - 7.0
California,Kings,6.4,6.1 - 7.0
California,Merced,6.4,6.1 - 7.0
Colorado,Montezuma,6.4,6.1 - 7.0
Georgia,Glynn,6.4,6.1 - 7.0
Georgia,Greene,6.4,6.1 - 7.0
Georgia,Hall,6.4,6.1 - 7.0
Georgia,Muscogee,6.4,6.1 - 7.0
Georgia,Newton,6.4,6.1 - 7.0
Idaho,Bonner,6.4,6.1 - 7.0
Idaho,Nez Perce,6.4,6.1 - 7.0
Illinois,Clark,6.4,6.1 - 7.0
Illinois,Jo Daviess,6.4,6.1 - 7.0
Illinois,Peoria,6.4,6.1 - 7.0
Iowa,Audubon,6.4,6.1 - 7.0
Iowa,Black Hawk,6.4,6.1 - 7.0
Iowa,Butler,6.4,6.1 - 7.0
Iowa,Calhoun,6.4,6.1 - 7.0
Iowa,Hardin,6.4,6.1 - 7.0
Iowa,Henry,6.4,6.1 - 7.0
Iowa,Kossuth,6.4,6.1 - 7.0
Iowa,Louisa,6.4,6.1 - 7.0
Iowa,Marshall,6.4,6.1 - 7.0
Iowa,Sac,6.4,6.1 - 7.0
Kansas,Coffey,6.4,6.1 - 7.0
Kansas,Decatur,6.4,6.1 - 7.0
Kansas,Finney,6.4,6.1 - 7.0
Kansas,Franklin,6.4,6.1 - 7.0
Kansas,Jackson,6.4,6.1 - 7.0
Kansas,Mitchell,6.4,6.1 - 7.0
Kansas,Morris,6.4,6.1 - 7.0
Kansas,Rooks,6.4,6.1 - 7.0
Kansas,Sherman,6.4,6.1 - 7.0
Kansas,Washington,6.4,6.1 - 7.0
Louisiana,East Baton Rouge,6.4,6.1 - 7.0
Maine,Hancock,6.4,6.1 - 7.0
Michigan,Barry,6.4,6.1 - 7.0
Michigan,Ingham,6.4,6.1 - 7.0
Minnesota,Clearwater,6.4,6.1 - 7.0
Minnesota,Wadena,6.4,6.1 - 7.0
Missouri,Boone,6.4,6.1 - 7.0
Missouri,Cole,6.4,6.1 - 7.0
Montana,Teton,6.4,6.1 - 7.0
Nebraska,Gage,6.4,6.1 - 7.0
Nebraska,Saline,6.4,6.1 - 7.0
Nebraska,Sheridan,6.4,6.1 - 7.0
Nevada,Clark,6.4,6.1 - 7.0
Nevada,Storey,6.4,6.1 - 7.0
Nevada,Carson City,6.4,6.1 - 7.0
New Mexico,Harding,6.4,6.1 - 7.0
New Mexico,Hidalgo,6.4,6.1 - 7.0
New York,Columbia,6.4,6.1 - 7.0
New York,Schenectady,6.4,6.1 - 7.0
New York,Ulster,6.4,6.1 - 7.0
North Carolina,Pender,6.4,6.1 - 7.0
North Dakota,Kidder,6.4,6.1 - 7.0
North Dakota,Mountrail,6.4,6.1 - 7.0
Ohio,Greene,6.4,6.1 - 7.0
Ohio,Putnam,6.4,6.1 - 7.0
Oregon,Lane,6.4,6.1 - 7.0
Oregon,Lincoln,6.4,6.1 - 7.0
Pennsylvania,Beaver,6.4,6.1 - 7.0
Pennsylvania,Berks,6.4,6.1 - 7.0
South Carolina,Aiken,6.4,6.1 - 7.0
South Carolina,Georgetown,6.4,6.1 - 7.0
Tennessee,Davidson,6.4,6.1 - 7.0
Tennessee,Wilson,6.4,6.1 - 7.0
Texas,Bandera,6.4,6.1 - 7.0
Texas,Bastrop,6.4,6.1 - 7.0
Texas,Carson,6.4,6.1 - 7.0
Texas,Jim Wells,6.4,6.1 - 7.0
Texas,Kerr,6.4,6.1 - 7.0
Texas,Lipscomb,6.4,6.1 - 7.0
Texas,Maverick,6.4,6.1 - 7.0
Texas,Shackelford,6.4,6.1 - 7.0
Texas,Val Verde,6.4,6.1 - 7.0
Vermont,Franklin,6.4,6.1 - 7.0
Virginia,Greene,6.4,6.1 - 7.0
Virginia,Lancaster,6.4,6.1 - 7.0
Virginia,Hampton,6.4,6.1 - 7.0
Washington,Grant,6.4,6.1 - 7.0
Washington,Mason,6.4,6.1 - 7.0
Wisconsin,Langlade,6.4,6.1 - 7.0
Wyoming,Campbell,6.4,6.1 - 7.0
Wyoming,Converse,6.4,6.1 - 7.0
Wyoming,Johnson,6.4,6.1 - 7.0
Wyoming,Uinta,6.4,6.1 - 7.0
Alabama,Baldwin,6.5,6.1 - 7.0
Alaska,Matanuska-Susitna,6.5,6.1 - 7.0
Alaska,Yakutat,6.5,6.1 - 7.0
Arkansas,Pulaski,6.5,6.1 - 7.0
California,Calaveras,6.5,6.1 - 7.0
California,Mendocino,6.5,6.1 - 7.0
California,Shasta,6.5,6.1 - 7.0
Colorado,Alamosa,6.5,6.1 - 7.0
Colorado,Las Animas,6.5,6.1 - 7.0
Colorado,Morgan,6.5,6.1 - 7.0
Colorado,Saguache,6.5,6.1 - 7.0
Colorado,Yuma,6.5,6.1 - 7.0
Georgia,Liberty,6.5,6.1 - 7.0
Georgia,Towns,6.5,6.1 - 7.0
Georgia,Walton,6.5,6.1 - 7.0
Idaho,Canyon,6.5,6.1 - 7.0
Idaho,Clearwater,6.5,6.1 - 7.0
Illinois,Cumberland,6.5,6.1 - 7.0
Illinois,Effingham,6.5,6.1 - 7.0
Illinois,Henderson,6.5,6.1 - 7.0
Illinois,Ogle,6.5,6.1 - 7.0
Indiana,Johnson,6.5,6.1 - 7.0
Iowa,Fremont,6.5,6.1 - 7.0
Iowa,Howard,6.5,6.1 - 7.0
Iowa,Ida,6.5,6.1 - 7.0
Iowa,Pottawattamie,6.5,6.1 - 7.0
Iowa,Union,6.5,6.1 - 7.0
Kansas,Ellsworth,6.5,6.1 - 7.0
Kansas,Ford,6.5,6.1 - 7.0
Kansas,Hamilton,6.5,6.1 - 7.0
Kansas,Logan,6.5,6.1 - 7.0
Kansas,Osage,6.5,6.1 - 7.0
Kansas,Republic,6.5,6.1 - 7.0
Kansas,Rush,6.5,6.1 - 7.0
Kansas,Stafford,6.5,6.1 - 7.0
Kansas,Sumner,6.5,6.1 - 7.0
Kentucky,Boone,6.5,6.1 - 7.0
Maine,Knox,6.5,6.1 - 7.0
Maryland,Wicomico,6.5,6.1 - 7.0
Michigan,Antrim,6.5,6.1 - 7.0
Minnesota,Todd,6.5,6.1 - 7.0
Mississippi,Lee,6.5,6.1 - 7.0
Montana,Golden Valley,6.5,6.1 - 7.0
Montana,Lake,6.5,6.1 - 7.0
Montana,Silver Bow,6.5,6.1 - 7.0
Montana,Toole,6.5,6.1 - 7.0
New Jersey,Salem,6.5,6.1 - 7.0
New Mexico,Chaves,6.5,6.1 - 7.0
